UDI,Product ID,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,rpm_boxcox,power,temp_diff 
8199,M23058,M,299.3,310.7,48.9,222,0,0,0,0,0,0,0.3159543068978527,15.450165607304996,11.399999999999977
8200,L55379,L,299.2,310.7,27.0,225,1,1,0,0,0,0,0.3159543069171658,8.530766286763477,11.5
8201,L55380,L,299.3,310.8,42.4,0,0,0,0,0,0,0,0.3159543069019413,13.396462612642312,11.5
8202,M23061,M,299.3,310.9,25.1,2,0,0,0,0,0,0,0.31595430691973486,7.930453103685346,11.599999999999966
8203,L55382,L,299.3,310.9,32.4,5,0,0,0,0,0,0,0.3159543069147998,10.236919544039514,11.599999999999966
8204,M23063,M,299.4,310.9,40.1,7,0,0,0,0,0,0,0.3159543069051383,12.669767706896048,11.5
8205,L55384,L,299.4,310.9,27.8,10,0,0,0,0,0,0,0.3159543069176064,8.783529732309457,11.5
8206,M23065,M,299.4,310.9,47.3,12,0,0,0,0,0,0,0.3159543069033547,14.944638716528676,11.5
8207,L55386,L,299.3,310.8,43.5,15,0,0,0,0,0,0,0.315954306905765,13.744012350400777,11.5
8208,L55387,L,299.2,310.7,42.6,17,0,0,0,0,0,0,0.31595430690875714,13.459653474313054,11.5
8209,L55388,L,299.2,310.7,44.0,19,0,0,0,0,0,0,0.31595430690539106,13.901989503837207,11.5
8210,L55389,L,299.3,310.8,46.9,21,0,0,0,0,0,0,0.31595430689925963,14.818256993575277,11.5
8211,H37624,H,299.2,310.7,29.4,23,0,0,0,0,0,0,0.31595430691349974,9.289056623256892,11.5
8212,L55391,L,299.2,310.6,33.3,28,0,0,0,0,0,0,0.31595430691502485,10.521278420270326,11.400000000000034
8213,H37626,H,299.2,310.5,48.9,30,0,0,0,0,0,0,0.3159543068937562,15.450165607104678,11.300000000000011
8214,M23073,M,299.2,310.5,33.5,35,0,0,0,0,0,0,0.315954306909441,10.584469281466273,11.300000000000011
8215,L55394,L,299.2,310.5,45.8,38,0,0,0,0,0,0,0.31595430689925963,14.47070725598609,11.300000000000011
8216,L55395,L,299.1,310.5,43.1,40,0,0,0,0,0,0,0.3159543069027288,13.617630627507612,11.399999999999977
8217,L55396,L,299.2,310.6,61.9,42,0,0,0,0,0,0,0.315954306897511,19.557571596955928,11.400000000000034
8218,L55397,L,299.1,310.6,37.1,44,0,0,0,0,0,0,0.31595430691088333,11.721904786393772,11.5
8219,L55398,L,299.1,310.5,37.8,46,0,0,0,0,0,0,0.3159543069058882,11.943072801042574,11.399999999999977
8220,L55399,L,299.0,310.4,34.3,48,0,0,0,0,0,0,0.3159543069070253,10.837232726910967,11.399999999999977
8221,M23080,M,298.9,310.3,35.2,50,0,0,0,0,0,0,0.3159543069095954,11.121591603217759,11.400000000000034
8222,M23081,M,299.1,310.5,43.0,53,0,0,0,0,0,0,0.31595430690208637,13.586035196789714,11.399999999999977
8223,L55402,L,299.0,310.5,27.9,56,0,0,0,0,0,0,0.3159543069177296,8.815125163004655,11.5
8224,L55403,L,299.1,310.5,54.9,58,0,0,0,0,0,0,0.3159543068937562,17.345891448467214,11.399999999999977
8225,L55404,L,299.1,310.5,35.2,60,0,0,0,0,0,0,0.31595430690655385,11.121591603110696,11.399999999999977
8226,L55405,L,299.1,310.5,36.6,62,0,0,0,0,0,0,0.31595430690859583,11.563927632854607,11.399999999999977
8227,L55406,L,299.1,310.5,61.4,64,0,0,0,0,0,0,0.3159543068990978,19.399594443604606,11.399999999999977
8228,M23087,M,299.1,310.4,51.4,66,0,0,0,0,0,0,0.31595430690815934,16.24005137507939,11.299999999999955
8229,M23088,M,299.1,310.4,49.3,69,0,0,0,0,0,0,0.31595430690164866,15.576547330251278,11.299999999999955
8230,L55409,L,299.1,310.5,27.4,72,0,0,0,0,0,0,0.31595430691722964,8.657148009532092,11.399999999999977
8231,L55410,L,299.1,310.5,26.9,74,0,0,0,0,0,0,0.3159543069171338,8.499170856070899,11.399999999999977
8232,L55411,L,299.1,310.5,48.8,76,0,0,0,0,0,0,0.3159543069014269,15.41857017678963,11.399999999999977
8233,L55412,L,299.1,310.6,49.7,78,0,0,0,0,0,0,0.31595430689346227,15.702929052605075,11.5
8234,M23093,M,299.1,310.6,43.2,80,0,0,0,0,0,0,0.31595430690355975,13.649226058233783,11.5
8235,L55414,L,299.2,310.6,39.7,83,0,0,0,0,0,0,0.31595430690870346,12.543385984275528,11.400000000000034
8236,M23095,M,299.2,310.6,50.9,85,0,0,0,0,0,0,0.31595430690314785,16.082074221370224,11.400000000000034
8237,L55416,L,299.2,310.6,41.1,88,0,0,0,0,0,0,0.3159543069066727,12.985722013864248,11.400000000000034
8238,L55417,L,299.1,310.6,26.0,90,0,0,0,0,0,0,0.31595430691892773,8.21481197989212,11.5
8239,L55418,L,299.1,310.4,45.3,92,0,0,0,0,0,0,0.3159543069078816,14.312730102927036,11.299999999999955
8240,L55419,L,299.0,310.4,49.6,94,0,0,0,0,0,0,0.3159543068947164,15.671333621977933,11.399999999999977
8241,L55420,L,299.0,310.4,41.5,96,0,0,0,0,0,0,0.315954306905765,13.112103736589246,11.399999999999977
8242,M23101,M,298.9,310.2,20.0,98,0,0,0,0,0,0,0.31595430692508275,6.319086138501655,11.300000000000011
8243,M23102,M,299.0,310.3,29.7,101,0,0,0,0,0,0,0.3159543069155371,9.383842915391451,11.300000000000011
8244,H37657,H,299.1,310.4,54.5,104,0,0,0,0,0,0,0.31595430689742493,17.21950972590966,11.299999999999955
8245,L55424,L,299.0,310.4,38.8,109,0,0,0,0,0,0,0.31595430690748644,12.259027108010473,11.399999999999977
8246,M23105,M,299.0,310.3,68.6,111,1,0,0,1,0,0,0.31595430689111376,21.674465452730402,11.300000000000011
8247,L55426,L,299.0,310.3,39.9,114,0,0,0,0,0,0,0.31595430690964665,12.606576845694901,11.300000000000011
8248,L55427,L,299.0,310.4,28.0,116,0,0,0,0,0,0,0.31595430691637516,8.846720593658505,11.399999999999977
8249,L55428,L,298.9,310.3,44.1,118,0,0,0,0,0,0,0.31595430690403137,13.933584934467783,11.400000000000034
8250,L55429,L,299.0,310.4,39.8,120,0,0,0,0,0,0,0.31595430690815934,12.574981414944741,11.399999999999977
8251,M23110,M,299.0,310.4,45.2,122,0,0,0,0,0,0,0.31595430689950055,14.281134671857426,11.399999999999977
8252,L55431,L,299.0,310.4,21.2,125,0,0,0,0,0,0,0.31595430692314347,6.698231306770642,11.399999999999977
8253,L55432,L,299.0,310.4,36.1,127,0,0,0,0,0,0,0.31595430691029996,11.40595047946183,11.399999999999977
8254,L55433,L,299.1,310.4,31.0,129,0,0,0,0,0,0,0.3159543069143395,9.794583514344525,11.299999999999955
8255,M23114,M,299.0,310.4,37.1,131,0,0,0,0,0,0,0.31595430691304166,11.721904786473846,11.399999999999977
8256,L55435,L,299.0,310.4,31.1,134,0,0,0,0,0,0,0.3159543069122194,9.826178944970023,11.399999999999977
8257,H37670,H,299.0,310.5,56.8,136,0,0,0,0,0,0,0.31595430689443144,17.946204631603706,11.5
8258,M23117,M,299.0,310.6,34.2,141,0,0,0,0,0,0,0.3159543069113555,10.80563729636836,11.600000000000023
8259,L55438,L,299.1,310.6,39.7,144,0,0,0,0,0,0,0.315954306912041,12.54338598440803,11.5
8260,L55439,L,299.1,310.5,38.4,146,0,0,0,0,0,0,0.3159543069050108,12.132645385152415,11.399999999999977
8261,H37674,H,299.1,310.6,48.0,148,0,0,0,0,0,0,0.3159543068940474,15.165806730914277,11.5
8262,H37675,H,299.2,310.6,48.4,153,0,0,0,0,0,0,0.3159543069025165,15.2921884540818,11.400000000000034
8263,L55442,L,299.1,310.6,23.9,158,0,0,0,0,0,0,0.3159543069219587,7.551307935434813,11.5
8264,H37677,H,299.2,310.6,30.6,160,0,0,0,0,0,0,0.31595430691606663,9.66820179163164,11.400000000000034
8265,M23124,M,299.1,310.6,49.5,165,0,0,0,0,0,0,0.31595430689973936,15.639738191537099,11.5
8266,H37679,H,299.1,310.6,28.0,168,0,0,0,0,0,0,0.3159543069187877,8.846720593726054,11.5
8267,L55446,L,299.1,310.6,24.1,173,0,0,0,0,0,0,0.31595430691952503,7.614498796760554,11.5
8268,L55447,L,299.2,310.7,36.3,175,0,0,0,0,0,0,0.315954306909023,11.469141340797533,11.5
8269,M23128,M,299.2,310.8,39.8,177,0,0,0,0,0,0,0.3159543069069084,12.574981414894953,11.600000000000023
8270,H37683,H,299.2,310.8,30.4,180,0,0,0,0,0,0,0.3159543069179122,9.60501093030453,11.600000000000023
8271,M23130,M,299.1,310.8,38.4,185,0,0,0,0,0,0,0.3159543069077695,12.132645385258348,11.699999999999989
8272,L55451,L,299.1,310.7,51.1,188,0,0,0,0,0,0,0.31595430689174303,16.14526508216807,11.599999999999966
8273,L55452,L,298.9,310.6,52.6,190,0,0,0,0,0,0,0.31595430689690296,16.619196542777097,11.700000000000045
8274,M23133,M,299.0,310.6,22.2,192,0,0,0,0,0,0,0.3159543069186745,7.014185613594574,11.600000000000023
8275,L55454,L,298.9,310.5,29.2,195,0,0,0,0,0,0,0.31595430691366316,9.225865761878964,11.600000000000023
8276,M23135,M,298.9,310.6,25.3,197,0,0,0,0,0,0,0.31595430691661053,7.993643964990246,11.700000000000045
8277,L55456,L,298.8,310.5,52.8,200,0,0,0,0,0,0,0.31595430689868903,16.68238740425078,11.699999999999989
8278,H37691,H,298.8,310.5,55.8,202,0,0,0,0,0,0,0.315954306890147,17.6302503244702,11.699999999999989
8279,L55458,L,298.8,310.5,46.4,207,0,0,0,0,0,0,0.31595430690455895,14.660279840371535,11.699999999999989
8280,L55459,L,298.8,310.6,25.4,209,0,0,0,0,0,0,0.3159543069191211,8.025239395745675,11.800000000000011
8281,L55460,L,298.8,310.6,39.1,211,0,0,0,0,0,0,0.315954306912041,12.353813400260805,11.800000000000011
8282,H37695,H,298.9,310.6,38.8,213,0,0,0,0,0,0,0.3159543069078816,12.259027108025807,11.700000000000045
8283,M23142,M,298.9,310.7,33.6,218,0,0,0,0,0,0,0.3159543069135817,10.616064712296344,11.800000000000011
8284,H37697,H,298.9,310.6,33.0,221,0,0,0,0,0,0,0.3159543069126139,10.426492128116259,11.700000000000045
8285,L55464,L,298.8,310.6,33.3,0,0,0,0,0,0,0,0.3159543069141041,10.521278420239666,11.800000000000011
8286,L55465,L,298.9,310.6,52.7,2,0,0,0,0,0,0,0.31595430689893506,16.650791973573877,11.700000000000045
8287,M23146,M,298.8,310.5,32.8,4,0,0,0,0,0,0,0.3159543069151361,10.363301266816464,11.699999999999989
8288,L55467,L,298.9,310.6,38.1,7,0,0,0,0,0,0,0.3159543069112621,12.037859093319085,11.700000000000045
8289,M23148,M,298.8,310.6,33.8,9,0,0,0,0,0,0,0.31595430691366316,10.679255573681814,11.800000000000011
8290,L55469,L,298.9,310.6,43.8,12,0,0,0,0,0,0,0.315954306900443,13.838798642239404,11.700000000000045
8291,M23150,M,298.9,310.6,35.8,14,0,0,0,0,0,0,0.315954306915173,11.311164187563193,11.700000000000045
8292,L55471,L,298.9,310.5,26.9,17,0,0,0,0,0,0,0.31595430691651016,8.499170856054123,11.600000000000023
8293,H37706,H,298.9,310.5,39.9,19,0,0,0,0,0,0,0.3159543069021586,12.606576845396127,11.600000000000023
8294,M23153,M,298.9,310.4,44.4,24,0,0,0,0,0,0,0.31595430690864973,14.028371226744047,11.5
8295,M23154,M,298.9,310.5,38.5,27,0,0,0,0,0,0,0.3159543069082144,12.164240815966254,11.600000000000023
8296,L55475,L,298.9,310.4,26.3,30,0,0,0,0,0,0,0.31595430691722964,8.30959827192314,11.5
8297,L55476,L,298.9,310.3,39.0,32,0,0,0,0,0,0,0.31595430690265824,12.322217969203672,11.400000000000034
8298,M23157,M,298.8,310.2,33.1,34,0,0,0,0,0,0,0.3159543069117245,10.45808755877808,11.399999999999977
8299,H37712,H,298.7,310.1,45.6,37,0,0,0,0,0,0,0.31595430690258747,14.40751639475799,11.400000000000034
8300,L55479,L,298.7,310.0,31.8,42,0,0,0,0,0,0,0.31595430691354076,10.047346959850596,11.300000000000011
8301,L55480,L,298.7,310.1,37.6,44,0,0,0,0,0,0,0.31595430690995097,11.879881939814156,11.400000000000034
8302,M23161,M,298.7,310.1,34.1,46,0,0,0,0,0,0,0.3159543069138249,10.774041865761431,11.400000000000034
8303,L55482,L,298.7,310.1,31.1,49,0,0,0,0,0,0,0.31595430691370374,9.826178945016187,11.400000000000034
8304,L55483,L,298.8,310.2,41.0,51,0,0,0,0,0,0,0.3159543069070253,12.954126583188037,11.399999999999977
8305,M23164,M,298.7,310.1,50.7,53,0,0,0,0,0,0,0.31595430690714155,16.018883360192078,11.400000000000034
8306,H37719,H,298.8,310.1,44.0,56,0,0,0,0,0,0,0.3159543068983575,13.90198950352773,11.300000000000011
8307,M23166,M,298.7,310.1,42.5,61,0,0,0,0,0,0,0.3159543069094926,13.428058043653436,11.400000000000034
8308,M23167,M,298.7,310.1,69.7,64,1,0,0,1,0,0,0.3159543069001326,22.022015190939243,11.400000000000034
8309,L55488,L,298.7,310.1,45.3,67,0,0,0,0,0,0,0.3159543069000544,14.312730102572463,11.400000000000034
8310,M23169,M,298.7,310.0,40.2,69,0,0,0,0,0,0,0.3159543069042306,12.701363137550072,11.300000000000011
8311,L55490,L,298.7,309.9,39.7,72,0,0,0,0,0,0,0.315954306904624,12.543385984113574,11.199999999999989
8312,M23171,M,298.8,310.0,52.7,74,0,0,0,0,0,0,0.3159543068902558,16.65079197311648,11.199999999999989
8313,M23172,M,298.8,310.0,38.5,77,0,0,0,0,0,0,0.3159543069084333,12.164240815974681,11.199999999999989
8314,M23173,M,298.8,310.0,44.9,80,0,0,0,0,0,0,0.3159543069058267,14.18634838007162,11.199999999999989
8315,L55494,L,298.8,309.9,30.6,83,0,0,0,0,0,0,0.31595430691722964,9.668201791667228,11.099999999999966
8316,H37729,H,298.7,309.8,40.7,85,0,0,0,0,0,0,0.31595430690164866,12.859340290897102,11.100000000000023
8317,L55496,L,298.8,309.8,40.0,90,0,0,0,0,0,0,0.31595430690449366,12.638172276179747,11.0
8318,L55497,L,298.7,309.7,30.4,92,0,0,0,0,0,0,0.31595430691472404,9.60501093020761,11.0
8319,H37732,H,298.7,309.7,39.3,94,0,0,0,0,0,0,0.31595430691029996,12.417004261574787,11.0
8320,L55499,L,298.7,309.7,45.7,99,0,0,0,0,0,0,0.3159543068994205,14.439111825303518,11.0
8321,M23180,M,298.8,309.7,47.7,101,0,0,0,0,0,0,0.31595430690383036,15.07102043931271,10.899999999999977
8322,L55501,L,298.8,309.6,50.0,104,0,0,0,0,0,0,0.3159543069030785,15.797715345153925,10.800000000000011
8323,L55502,L,298.7,309.6,44.9,106,0,0,0,0,0,0,0.3159543068969906,14.186348379674879,10.900000000000034
8324,H37737,H,298.7,309.5,40.4,108,0,0,0,0,0,0,0.31595430690383036,12.764553998914746,10.800000000000011
8325,M23184,M,298.7,309.5,46.0,113,0,0,0,0,0,0,0.31595430689950055,14.533898117377024,10.800000000000011
8326,M23185,M,298.7,309.5,38.8,116,0,0,0,0,0,0,0.3159543069067909,12.259027107983485,10.800000000000011
8327,H37740,H,298.6,309.5,34.2,119,0,0,0,0,0,0,0.3159543069081041,10.805637296257162,10.899999999999977
8328,M23187,M,298.7,309.6,57.1,124,0,0,0,0,0,0,0.31595430688549164,18.040990923161573,10.900000000000034
8329,L55508,L,298.6,309.5,52.2,127,0,0,0,0,0,0,0.3159543068933636,16.492814819833583,10.899999999999977
8330,L55509,L,298.8,309.7,49.6,129,0,0,0,0,0,0,0.31595430690179543,15.671333622329055,10.899999999999977
8331,L55510,L,298.8,309.7,39.0,131,0,0,0,0,0,0,0.3159543069070835,12.322217969376256,10.899999999999977
8332,M23191,M,298.8,309.7,48.7,133,0,0,0,0,0,0,0.3159543068993402,15.386974745997868,10.899999999999977
8333,L55512,L,298.8,309.7,44.0,136,0,0,0,0,0,0,0.3159543069084333,13.901989503971064,10.899999999999977
8334,M23193,M,298.8,309.7,48.5,138,0,0,0,0,0,0,0.31595430690539106,15.323783884911466,10.899999999999977
8335,M23194,M,298.8,309.7,47.3,141,0,0,0,0,0,0,0.3159543069042306,14.944638716570106,10.899999999999977
8336,M23195,M,299.0,309.8,15.9,144,0,0,0,0,0,0,0.31595430692687765,5.023673480137354,10.800000000000011
8337,L55516,L,298.9,309.7,48.8,147,0,0,0,0,0,0,0.31595430690355975,15.418570176893715,10.800000000000011
8338,M23197,M,298.8,309.7,35.3,149,0,0,0,0,0,0,0.3159543069114485,11.153187033974131,10.899999999999977
8339,L55518,L,298.8,309.7,28.5,152,0,0,0,0,0,0,0.31595430691726145,9.004697747141952,10.899999999999977
8340,M23199,M,298.8,309.7,40.3,154,0,0,0,0,0,0,0.3159543069067319,12.732958568341294,10.899999999999977
8341,M23200,M,298.8,309.7,38.1,157,0,0,0,0,0,0,0.3159543069055788,12.037859093102552,10.899999999999977
8342,L55521,L,298.8,309.7,29.6,160,0,0,0,0,0,0,0.3159543069176064,9.35224748476115,10.899999999999977
8343,L55522,L,298.7,309.7,40.6,162,0,0,0,0,0,0,0.3159543069073721,12.827744860439307,11.0
8344,H37757,H,298.8,309.8,48.2,164,0,0,0,0,0,0,0.3159543069027288,15.22899759271153,11.0
8345,L55524,L,298.8,309.7,40.4,169,0,0,0,0,0,0,0.3159543069123519,12.764553999259016,10.899999999999977
8346,H37759,H,298.8,309.8,35.9,171,0,0,0,0,0,0,0.3159543069061933,11.342759617932339,11.0
8347,L55526,L,298.7,309.7,35.7,176,0,0,0,0,0,0,0.31595430691199616,11.279568756758264,11.0
8348,L55527,L,298.7,309.6,31.1,178,0,0,0,0,0,0,0.31595430691464793,9.826178945045552,10.900000000000034
8349,M23208,M,298.7,309.6,42.7,180,0,0,0,0,0,0,0.315954306903763,13.491248904790682,10.900000000000034
8350,M23209,M,298.7,309.5,33.6,183,0,0,0,0,0,0,0.3159543069060108,10.616064712041963,10.800000000000011
8351,M23210,M,298.7,309.6,48.1,186,0,0,0,0,0,0,0.3159543068985238,15.197402161818994,10.900000000000034
8352,M23211,M,298.7,309.6,26.2,189,0,0,0,0,0,0,0.3159543069154288,8.278002841184234,10.900000000000034
8353,L55532,L,298.6,309.6,36.9,192,0,0,0,0,0,0,0.3159543069062538,11.658713924840765,11.0
8354,L55533,L,298.7,309.6,55.6,194,0,0,0,0,0,0,0.3159543069030785,17.567059463811166,10.900000000000034
8355,L55534,L,298.6,309.6,50.3,196,0,0,0,0,0,0,0.31595430689917886,15.892501637028696,11.0
8356,L55535,L,298.7,309.6,46.7,198,0,0,0,0,0,0,0.3159543069069084,14.755066132552622,10.900000000000034
8357,M23216,M,298.6,309.6,59.4,200,0,0,0,0,0,0,0.31595430689518533,18.76768582957401,11.0
8358,L55537,L,298.5,309.5,46.3,203,1,1,0,0,0,0,0.31595430689877124,14.628684409413108,11.0
8359,L55538,L,298.7,309.7,37.4,0,0,0,0,0,0,0,0.31595430690938925,11.816691078411157,11.0
8360,M23219,M,298.6,309.6,42.4,2,0,0,0,0,0,0,0.3159543069082144,13.39646261290829,11.0
8361,L55540,L,298.6,309.6,35.8,5,0,0,0,0,0,0,0.315954306909023,11.311164187343023,11.0
8362,L55541,L,298.6,309.5,44.3,7,0,0,0,0,0,0,0.3159543069036277,13.996775795830706,10.899999999999977
8363,L55542,L,298.6,309.6,62.5,9,0,0,0,0,0,0,0.31595430689601145,19.747144181000717,11.0
8364,L55543,L,298.8,309.7,45.0,11,0,0,0,0,0,0,0.315954306911121,14.217943811000444,10.899999999999977
8365,L55544,L,298.9,309.8,49.0,13,0,0,0,0,0,0,0.31595430689966,15.481761038083338,10.900000000000034
8366,M23225,M,298.8,309.8,36.6,15,0,0,0,0,0,0,0.3159543069095954,11.563927632891193,11.0
8367,M23226,M,298.9,309.8,22.8,18,0,0,0,0,0,0,0.3159543069199918,7.203758197775814,10.900000000000034
8368,L55547,L,298.9,309.8,49.9,21,0,0,0,0,0,0,0.31595430689917886,15.766119914269025,10.900000000000034
8369,L55548,L,298.9,309.8,42.1,23,0,0,0,0,0,0,0.31595430690870346,13.301676320856416,10.900000000000034
8370,L55549,L,298.8,309.7,20.6,25,0,0,0,0,0,0,0.3159543069226094,6.508658722605754,10.899999999999977
8371,L55550,L,298.8,309.8,33.6,27,0,0,0,0,0,0,0.3159543069134174,10.616064712290825,11.0
8372,L55551,L,298.7,309.7,21.7,29,0,0,0,0,0,0,0.3159543069210792,6.856208460187418,11.0
8373,M23232,M,298.8,309.7,44.8,31,0,0,0,0,0,0,0.3159543069034916,14.154752949276421,10.899999999999977
8374,M23233,M,298.7,309.7,50.5,34,0,0,0,0,0,0,0.31595430689681503,15.955692498289158,11.0
8375,L55554,L,298.8,309.7,63.4,37,0,0,0,0,0,0,0.31595430688170956,20.031503056300384,10.899999999999977
8376,M23235,M,298.8,309.6,48.2,39,0,0,0,0,0,0,0.31595430689868903,15.228997592516812,10.800000000000011
8377,L55556,L,298.8,309.8,49.3,42,0,0,0,0,0,0,0.31595430689424003,15.576547329886033,11.0
8378,L55557,L,298.8,309.7,50.3,44,0,0,0,0,0,0,0.31595430689443144,15.8925016367899,10.899999999999977
8379,M23238,M,298.8,309.9,61.6,46,0,0,0,0,0,0,0.31595430689395065,19.46278530466736,11.099999999999966
8380,L55559,L,298.8,309.9,31.9,49,0,0,0,0,0,0,0.31595430691320975,10.07894239053139,11.099999999999966
8381,L55560,L,298.9,310.0,25.7,51,0,0,0,0,0,0,0.31595430691835763,8.12002568780179,11.100000000000023
8382,H37795,H,298.8,310.0,38.3,53,0,0,0,0,0,0,0.31595430690848764,12.101049954595075,11.199999999999989
8383,L55562,L,298.9,310.0,27.3,58,0,0,0,0,0,0,0.31595430691657717,8.625552578822557,11.100000000000023
8384,M23243,M,298.8,309.9,35.2,60,0,0,0,0,0,0,0.3159543069064942,11.121591603108596,11.099999999999966
8385,L55564,L,298.8,309.7,43.1,63,0,0,0,0,0,0,0.3159543069036277,13.617630627546355,10.899999999999977
8386,H37799,H,298.8,309.8,38.8,65,0,0,0,0,0,0,0.3159543069102009,12.259027108115793,11.0
8387,M23246,M,298.9,309.9,37.1,70,0,0,0,0,0,0,0.3159543069068497,11.721904786244124,11.0
8388,L55567,L,298.8,309.9,47.2,73,0,0,0,0,0,0,0.3159543068958299,14.913043285483171,11.099999999999966
8389,L55568,L,298.9,309.9,46.5,75,0,0,0,0,0,0,0.31595430689707804,14.691875270714128,11.0
8390,L55569,L,298.8,309.9,39.7,77,0,0,0,0,0,0,0.3159543069082144,12.543385984256114,11.099999999999966
8391,M23250,M,298.8,309.8,61.9,79,0,0,0,0,0,0,0.3159543068894867,19.557571596459226,11.0
8392,L55571,L,298.6,309.6,42.7,82,0,0,0,0,0,0,0.3159543069017221,13.491248904703534,11.0
8393,M23252,M,298.5,309.6,39.4,84,0,0,0,0,0,0,0.3159543069069084,12.448599692132191,11.100000000000023
8394,L55573,L,298.5,309.5,43.5,87,0,0,0,0,0,0,0.31595430690208637,13.744012350240757,11.0
8395,M23254,M,298.6,309.5,38.1,89,0,0,0,0,0,0,0.31595430691034926,12.037859093284307,10.899999999999977
8396,M23255,M,298.5,309.5,44.8,92,0,0,0,0,0,0,0.315954306905765,14.15475294937827,11.0
8397,H37810,H,298.6,309.6,33.3,95,0,0,0,0,0,0,0.31595430691163295,10.521278420157376,11.0
8398,L55577,L,298.5,309.6,26.4,100,0,0,0,0,0,0,0.31595430691674325,8.341193702602022,11.100000000000023
8399,L55578,L,298.5,309.7,12.1,102,1,0,0,1,0,0,0.31595430692993265,3.823047113852185,11.199999999999989
8400,L55579,L,298.6,309.7,59.4,104,0,0,0,0,0,0,0.315954306890147,18.76768582927473,11.099999999999966
8401,L55580,L,298.6,309.6,40.7,106,0,0,0,0,0,0,0.31595430690864973,12.859340291182045,11.0
8402,H37815,H,298.5,309.4,31.8,108,0,0,0,0,0,0,0.3159543069148752,10.047346959893032,10.899999999999977
8403,L55582,L,298.5,309.5,52.4,113,0,0,0,0,0,0,0.315954306897511,16.556005681429575,11.0
8404,L55583,L,298.5,309.6,45.1,115,0,0,0,0,0,0,0.31595430690442816,14.24953924138971,11.100000000000023
8405,L55584,L,298.4,309.5,36.6,117,0,0,0,0,0,0,0.3159543069092853,11.563927632879842,11.100000000000023
8406,M23265,M,298.4,309.5,41.7,119,0,0,0,0,0,0,0.3159543069058267,13.175294597972975,11.100000000000023
8407,M23266,M,298.4,309.5,45.3,122,0,0,0,0,0,0,0.31595430689518533,14.312730102351894,11.100000000000023
8408,L55587,L,298.4,309.5,50.1,125,0,0,0,0,0,0,0.3159543068963714,15.829310775508207,11.100000000000023
8409,M23268,M,298.5,309.6,33.0,127,0,0,0,0,0,0,0.31595430691064247,10.426492128051201,11.100000000000023
8410,L55589,L,298.5,309.6,26.9,130,0,0,0,0,0,0,0.3159543069206094,8.499170856164392,11.100000000000023
8411,L55590,L,298.5,309.5,44.5,132,0,0,0,0,0,0,0.315954306909441,14.059966657470124,11.0
8412,L55591,L,298.6,309.8,37.7,134,0,0,0,0,0,0,0.31595430690655385,11.911477370377082,11.199999999999989
8413,M23272,M,298.6,309.7,49.7,136,0,0,0,0,0,0,0.3159543068922583,15.702929052545239,11.099999999999966
8414,M23273,M,298.6,309.7,49.7,139,0,0,0,0,0,0,0.31595430690164866,15.702929053011939,11.099999999999966
8415,L55594,L,298.6,309.8,20.1,142,0,0,0,0,0,0,0.31595430692014326,6.35068156909488,11.199999999999989
8416,M23275,M,298.7,309.9,53.0,144,0,0,0,0,0,0,0.3159543069025165,16.745578265833377,11.199999999999989
8417,M23276,M,298.8,310.1,31.3,147,0,0,0,0,0,0,0.3159543069112621,9.889369806322504,11.300000000000011
8418,H37831,H,298.8,310.1,30.7,150,0,0,0,0,0,0,0.31595430691606663,9.699797222323244,11.300000000000011
8419,L55598,L,298.9,310.2,23.2,155,0,0,0,0,0,0,0.3159543069229564,7.330139920612588,11.300000000000011
8420,L55599,L,299.0,310.3,39.9,157,0,0,0,0,0,0,0.3159543069023024,12.606576845401866,11.300000000000011
8421,L55600,L,298.9,310.4,37.7,159,0,0,0,0,0,0,0.3159543069093373,11.911477370482016,11.5
8422,L55601,L,298.9,310.3,36.3,161,0,0,0,0,0,0,0.31595430690655385,11.469141340707903,11.400000000000034
8423,H37836,H,298.9,310.3,63.0,163,0,0,0,0,0,0,0.3159543068841002,19.90512133369831,11.400000000000034
8424,L55603,L,299.0,310.4,46.2,168,0,0,0,0,0,0,0.315954306903763,14.597088978953852,11.399999999999977
8425,L55604,L,299.1,310.6,44.7,170,0,0,0,0,0,0,0.3159543068983575,14.123157518356582,11.5
8426,L55605,L,299.2,310.6,38.4,172,0,0,0,0,0,0,0.3159543069103985,12.132645385359302,11.400000000000034
8427,L55606,L,299.1,310.5,35.9,174,0,0,0,0,0,0,0.3159543069131679,11.342759618182727,11.399999999999977
8428,L55607,L,299.1,310.4,46.1,176,0,0,0,0,0,0,0.3159543069070835,14.56549354841655,11.299999999999955
8429,M23288,M,299.0,310.3,28.0,178,0,0,0,0,0,0,0.31595430691976084,8.846720593753304,11.300000000000011
8430,L55609,L,299.0,310.3,40.0,181,0,0,0,0,0,0,0.31595430691088333,12.638172276435334,11.300000000000011
8431,L55610,L,298.9,310.2,57.2,183,0,0,0,0,0,0,0.31595430689121945,18.072586354177755,11.300000000000011
8432,H37845,H,298.9,310.1,54.6,185,0,0,0,0,0,0,0.3159543068932647,17.251105156372255,11.200000000000045
8433,L55612,L,298.8,310.0,39.9,190,0,0,0,0,0,0,0.3159543069088639,12.60657684566367,11.199999999999989
8434,M23293,M,298.8,310.1,48.7,192,0,0,0,0,0,0,0.3159543069068497,15.386974746363583,11.300000000000011
